#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-02-22T10:47:31 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60338a8c24f1	
#INFO	-out.max=unlimited	
#INFO	queryParameters=14	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:IX/10A&tab:{IX/10A/1rxs}&key:source=IX/10A/1rxs&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=IX/10A/1rxs
#-order=I
#-out=1RXS
#-out=RAJ2000
#-out=DEJ2000
#-out=Count
#

#RESOURCE=yCat_9010
#Name: IX/10A
#Title: ROSAT All-Sky Bright Source Catalogue (1RXS) (Voges+ 1999)
#Table	IX_10A_1rxs:
#Name: IX/10A/1rxs
#Title: The 1RXS catalogue
#Column	1RXS	(A16)	ROSAT All-Sky Survey Catalogue source name (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000), decimal degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000), decimal degrees	[ucd=pos.eq.dec;meta.main]
#Column	Count	(E9.2)	? Source countrate (4)	[ucd=phot.count;em.X-ray]
Name;deg;deg;ct/s
J094454.1-573541;146.22542;-57.59486; 5.56e-02
J094454.2-122047;146.22585;-12.34653; 2.82e-01
J094457.7+311745;146.24042;+31.29597; 5.47e-02
J094458.6-134707;146.24417;-13.78528; 1.37e-01
J094506.0+321635;146.27501;+32.27639; 7.46e-02
J094516.1+194720;146.31708;+19.78903; 7.15e-02
J094518.6-832723;146.32750;-83.45639; 5.81e-02
J094524.4+291309;146.35167;+29.21931; 6.06e-02
J094525.2-083906;146.35500;-08.65181; 2.22e-01
J094538.0-005829;146.40833;-00.97486; 3.80e-01
J094541.1+033252;146.42125;+03.54778; 1.33e-01
J094541.9-141927;146.42458;-14.32417; 2.84e-01
J094543.2+410422;146.43001;+41.07278; 5.69e-02
J094553.9+423854;146.47459;+42.64847; 1.11e-01
J094558.7-325329;146.49458;-32.89153; 1.55e-01
J094600.0+522945;146.50000;+52.49583; 5.11e-02
J094604.8+395028;146.51999;+39.84125; 1.24e-01
J094615.2-002443;146.56334;-00.41208; 1.91e-01
J094617.2+025505;146.57167;+02.91819; 6.39e-02
J094617.6-764620;146.57333;-76.77222; 5.64e-02
J094620.5+010459;146.58542;+01.08319; 1.40e-01
J094621.0+483818;146.58749;+48.63833; 6.52e-02
J094622.1-271623;146.59207;-27.27320; 6.75e-02
J094622.3+471138;146.59293;+47.19403; 1.06e-01
J094640.4-455204;146.66833;-45.86778; 1.14e-01
J094644.6-624246;146.68584;-62.71292; 6.53e-02
J094647.6-515641;146.69833;-51.94472; 7.76e-02
J094653.0+132000;146.72084;+13.33333; 2.73e-01
J094703.7+472143;146.76541;+47.36208; 1.35e-01
J094704.4-653501;146.76833;-65.58375; 7.60e-02
J094709.2-254056;146.78833;-25.68222; 1.10e-01
J094711.8+311421;146.79918;+31.23917; 6.46e-02
J094713.2+762317;146.80499;+76.38819; 2.69e-01
J094715.4-655852;146.81416;-65.98111; 5.95e-02
J094720.1+801655;146.83376;+80.28194; 1.00e-01
J094720.2+542812;146.83417;+54.47000; 6.95e-02
J094720.6-400317;146.83583;-40.05472; 1.15e-01
J094726.2+211931;146.85918;+21.32542; 2.02e-01
J094728.7-374326;146.86958;-37.72403; 5.19e-02
J094733.2+100522;146.88834;+10.08944; 2.75e-01
J094740.4-305655;146.91833;-30.94861; 2.56e-01
J094740.6-282240;146.91916;-28.37778; 1.06e-01
J094741.3+360512;146.92209;+36.08667; 6.49e-02
J094753.2+400749;146.97166;+40.13042; 5.45e-02
J094754.6+523954;146.97751;+52.66514; 1.16e-01
J094831.1-333814;147.12958;-33.63736; 6.02e-02
J094837.6+220101;147.15668;+22.01708; 7.52e-02
J094838.6+403054;147.16084;+40.51500; 2.91e-01
J094843.3-032819;147.18042;-03.47208; 6.31e-02
J094843.3-262457;147.18042;-26.41583; 8.10e-02
J094843.5-445407;147.18124;-44.90208; 1.06e-01
J094847.5+645353;147.19792;+64.89806; 5.59e-02
J094849.5+334910;147.20625;+33.81958; 9.18e-02
J094851.0+153901;147.21251;+15.65028; 7.86e-02
J094852.9+285346;147.22041;+28.89611; 1.56e-01
J094904.3+474705;147.26793;+47.78486; 6.08e-02
J094906.0-195715;147.27501;-19.95417; 5.75e-02
J094909.8-654021;147.29085;-65.67250; 8.73e-02
J094918.8-552247;147.32834;-55.37986; 5.67e-02
J094920.0-223045;147.33333;-22.51250; 7.12e-02
J094933.0-490432;147.38750;-49.07555; 1.05e-01
J094940.3-040834;147.41791;-04.14278; 8.40e-02
J094945.9+444008;147.44124;+44.66903; 7.24e-02
J094950.1+110634;147.45876;+11.10958; 2.27e-01
J094952.8+390214;147.47000;+39.03736; 1.08e-01
J094953.8+170803;147.47417;+17.13417; 1.86e-01
J094955.7-340634;147.48209;-34.10944; 9.78e-02
J095000.5+483127;147.50209;+48.52417; 1.06e-01
J095007.8-055203;147.53250;-05.86750; 1.14e-01
J095013.5+290126;147.55624;+29.02403; 6.31e-02
J095013.6-104255;147.55667;-10.71528; 5.28e-02
J095017.9+791400;147.57458;+79.23347; 6.98e-02
J095019.0+054413;147.57916;+05.73694; 7.39e-02
J095019.3+745818;147.58041;+74.97166; 1.80e-01
J095021.0+754454;147.58749;+75.74834; 5.58e-02
J095030.2+042047;147.62584;+04.34653; 1.81e-01
J095031.5+432910;147.63124;+43.48625; 5.49e-02
J095036.5-293333;147.65208;-29.55917; 1.67e-01
J095039.1-053029;147.66292;-05.50819; 1.12e-01
J095048.4+392652;147.70168;+39.44778; 3.65e-01
J095048.5-090657;147.70209;-09.11597; 8.47e-02
J095101.1-245421;147.75458;-24.90597; 7.28e-02
J095104.2+192531;147.76750;+19.42528; 6.73e-02
J095106.9-443408;147.77875;-44.56903; 1.09e-01
J095117.0+044840;147.82083;+04.81125; 6.11e-02
J095118.1-461133;147.82542;-46.19264; 6.07e-02
J095123.4+220723;147.84749;+22.12319; 1.45e-01
J095124.0+354256;147.85001;+35.71556; 8.78e-02
J095128.5-145041;147.86876;-14.84472; 8.04e-01
J095131.0+422006;147.87917;+42.33500; 7.83e-02
J095141.9-491551;147.92459;-49.26417; 5.55e-02
J095147.0+781235;147.94583;+78.20986; 5.50e-02
J095147.1-790139;147.94624;-79.02750; 1.75e-01
J095154.9-064916;147.97874;-06.82125; 2.63e-01
J095156.0+004722;147.98334;+00.78944; 6.33e-02
J095158.6+220937;147.99417;+22.16042; 6.83e-02
J095212.0+000438;148.05000;+00.07736; 8.71e-02
J095214.4+393627;148.06000;+39.60764; 1.24e-01
J095219.1-013639;148.07957;-01.61083; 5.38e-02
J095219.4+322832;148.08084;+32.47569; 1.42e-01
J095225.8+750216;148.10750;+75.03792; 2.39e-01
J095236.7+205157;148.15292;+20.86597; 6.52e-02
J095240.0-172913;148.16667;-17.48708; 5.76e-02
J095244.6+515940;148.18600;+51.99470; 8.34e-02
J095246.6+515338;148.19417;+51.89403; 2.41e-01
J095250.7-493831;148.21124;-49.64194; 7.29e-02
J095300.5-310244;148.25209;-31.04556; 8.76e-02
J095300.7-143625;148.25291;-14.60708; 7.23e-02
J095302.5+380148;148.26041;+38.03000; 1.41e-01
J095303.4-084003;148.26416;-08.66750; 1.44e-01
J095306.1-765755;148.27542;-76.96542; 5.03e-02
J095308.6+145841;148.28583;+14.97819; 1.84e-01
J095309.9+744215;148.29126;+74.70431; 5.06e-02
J095312.0-793319;148.29999;-79.55527; 5.13e-02
J095314.2+475520;148.30916;+47.92222; 8.79e-02
J095314.2-155849;148.30916;-15.98028; 9.50e-02
J095327.1+372805;148.36293;+37.46819; 7.12e-02
J095331.5+253939;148.38124;+25.66097; 1.02e-01
J095336.8+443132;148.40334;+44.52570; 7.63e-02
J095340.4+014154;148.41832;+01.69847; 1.13e-01
J095351.8-072001;148.46584;-07.33375; 3.68e-01
J095356.7-240837;148.48625;-24.14361; 8.82e-02
J095402.6-341339;148.51083;-34.22750; 6.71e-02
J095405.0+660836;148.52084;+66.14333; 5.62e-02
J095406.7+212250;148.52792;+21.38070; 1.01e-01
J095410.8+491457;148.54500;+49.24917; 1.91e-01
J095411.2-533825;148.54668;-53.64042; 8.63e-02
J095427.7-371737;148.61542;-37.29375; 6.81e-02
J095429.6-011559;148.62334;-01.26653; 5.69e-02
J095429.7-160644;148.62375;-16.11236; 7.41e-02
J095431.2-014541;148.63000;-01.76139; 3.42e-01
J095433.6-125711;148.64000;-12.95306; 9.63e-02
J095442.8+082343;148.67833;+08.39542; 6.53e-02
J095457.4+093010;148.73917;+09.50292; 8.65e-02
J095458.3-444846;148.74292;-44.81278; 5.86e-02
J095506.8+732002;148.77834;+73.33403; 6.45e-02
J095507.7-263216;148.78207;-26.53792; 5.44e-02
J095508.2+355054;148.78416;+35.84847; 1.05e-01
J095509.2-081921;148.78833;-08.32250; 5.23e-02
J095513.8-212301;148.80750;-21.38375; 1.27e-01
J095514.8-620316;148.81166;-62.05458; 1.23e-01
J095519.1-285640;148.82959;-28.94444; 1.70e-01
J095534.7+690338;148.89459;+69.06055; 9.98e-01
J095539.4+453218;148.91417;+45.53847; 1.34e-01
J095543.2+352206;148.93001;+35.36847; 1.05e-01
J095550.4+694052;148.96001;+69.68111; 8.97e-01
J095554.2-410911;148.97585;-41.15306; 7.05e-02
J095554.9+534857;148.97874;+53.81583; 7.97e-02
J095557.0-095856;148.98750;-09.98236; 1.53e-01
J095559.6-672136;148.99832;-67.36014; 7.29e-02
J095605.1+495526;149.02124;+49.92389; 9.20e-02
J095609.5+624728;149.03958;+62.79125; 5.89e-02
J095624.4+564811;149.10167;+56.80320; 7.20e-02
J095624.5+064803;149.10208;+06.80097; 8.04e-02
J095626.7+540421;149.11125;+54.07250; 8.97e-02
J095627.2-095720;149.11334;-09.95556; 1.44e-01
J095630.6-045259;149.12750;-04.88319; 1.07e-01
J095635.1-100543;149.14626;-10.09528; 5.60e-02
J095645.0-435634;149.18750;-43.94278; 6.76e-02
J095649.4+015612;149.20584;+01.93681; 9.36e-02
J095649.8-492204;149.20750;-49.36778; 1.36e-01
J095651.2+164702;149.21333;+16.78403; 7.11e-02
J095652.4+411524;149.21834;+41.25681; 9.49e-01
J095658.7-383313;149.24458;-38.55361; 2.41e-01
J095703.2+563138;149.26334;+56.52736; 6.32e-02
J095708.1+243319;149.28374;+24.55528; 1.44e-01
J095712.9+572512;149.30376;+57.42014; 6.16e-01
J095717.9-755432;149.32458;-75.90889; 1.02e-01
J095725.6-230412;149.35667;-23.07014; 5.40e-02
J095731.8-692121;149.38251;-69.35583; 5.88e-02
J095737.3+552306;149.40543;+55.38500; 7.54e-02
J095737.7-123003;149.40709;-12.50083; 5.24e-02
J095740.5+410319;149.41876;+41.05542; 8.73e-02
J095742.7+201014;149.42792;+20.17069; 6.89e-02
J095745.5+075113;149.43959;+07.85361; 5.36e-02
J095750.4-420801;149.45999;-42.13361; 5.00e-02
J095752.3+852935;149.46793;+85.49319; 5.44e-01
J095752.9-572457;149.47041;-57.41583; 9.10e-02
J095755.0+690310;149.47917;+69.05292; 1.80e-01
J095758.2+285345;149.49249;+28.89583; 1.60e-01
J095758.2+302706;149.49249;+30.45181; 8.16e-02
J095800.7+592303;149.50291;+59.38430; 6.17e-02
J095803.1-322409;149.51291;-32.40250; 5.79e-02
J095804.5-654619;149.51875;-65.77194; 5.57e-02
J095806.4-031729;149.52667;-03.29153; 1.11e-01
J095810.6+254042;149.54417;+25.67833; 1.15e-01
J095812.8-675241;149.55334;-67.87806; 2.56e-01
J095816.4-341535;149.56833;-34.25972; 5.12e-02
J095819.7+460839;149.58209;+46.14417; 9.98e-02
J095819.9+472511;149.58292;+47.41986; 6.70e-02
J095821.8-110344;149.59084;-11.06222; 3.91e-01
J095822.0+065456;149.59166;+06.91556; 7.13e-02
J095824.2-265536;149.60083;-26.92681; 5.23e-02
J095827.3+085051;149.61375;+08.84764; 1.05e-01
J095830.8+670323;149.62834;+67.05639; 1.28e-01
J095834.0-462522;149.64168;-46.42278; 8.05e-01
J095834.2+560228;149.64250;+56.04125; 9.00e-02
J095845.2-413802;149.68834;-41.63403; 7.41e-02
J095849.4+013231;149.70583;+01.54208; 6.59e-02
J095852.2+123803;149.71750;+12.63431; 7.46e-02
J095855.6+423642;149.73166;+42.61167; 5.15e-02
J095858.3-001214;149.74292;-00.20403; 5.70e-02
J095906.9-220825;149.77876;-22.14042; 6.61e-02
J095908.2-223934;149.78416;-22.65944; 4.18e-01
J095916.0-073515;149.81667;-07.58764; 7.56e-02
J095919.3+435033;149.83041;+43.84264; 2.16e-01
J095929.2+031105;149.87167;+03.18472; 8.72e-02
J095929.8+212340;149.87418;+21.39444; 4.00e-01
J095932.6+504459;149.88583;+50.74972; 1.04e-01
J095936.6-260422;149.90250;-26.07292; 1.32e-01
J095942.1-311300;149.92542;-31.21681; 6.64e-01
J095945.7+384910;149.94041;+38.81944; 3.07e-01
J095948.0+112926;149.95000;+11.49069; 1.59e-01
J095949.3+222333;149.95541;+22.39250; 1.28e-01
J095950.0+710552;149.95833;+71.09792; 6.00e-02
J095955.4+130246;149.98083;+13.04611; 2.19e-01
J095957.1-722153;149.98792;-72.36472; 9.99e-02
J100002.3+243313;150.00958;+24.55361; 2.05e+00
J100003.6-301628;150.01500;-30.27458; 7.65e-02
J100004.4+313204;150.01834;+31.53444; 5.42e-02
J100004.5-400321;150.01875;-40.05583; 5.38e-02
J100008.6-540109;150.03583;-54.01931; 1.06e-01
J100014.7+503700;150.06125;+50.61666; 1.02e-01
J100014.9-193756;150.06209;-19.63222; 8.96e-02
J100019.2+000510;150.08000;+00.08611; 5.22e-02
J100021.9+042001;150.09125;+04.33375; 5.08e-02
J100028.9+440910;150.12042;+44.15278; 2.06e-01
J100033.7+104726;150.14043;+10.79056; 1.20e-01
J100033.9-565652;150.14125;-56.94778; 1.14e-01
J100035.3-085442;150.14708;-08.91181; 8.26e-02
J100036.0+052431;150.15001;+05.40861; 1.09e-01
J100042.0-652223;150.17499;-65.37305; 9.70e-02
J100050.9+315555;150.21208;+31.93208; 2.38e-01
J100050.9-111147;150.21208;-11.19639; 6.06e-02
J100053.1+244020;150.22124;+24.67222; 6.51e-02
J100055.5-210514;150.23126;-21.08722; 6.50e-02
J100057.2+314003;150.23834;+31.66764; 5.36e-02
J100102.9+594426;150.26208;+59.74055; 5.10e-02
J100104.1-791314;150.26707;-79.22056; 6.82e-02
J100107.6-111446;150.28166;-11.24611; 7.36e-02
J100110.0+742314;150.29167;+74.38736; 8.55e-02
J100114.3-235338;150.30957;-23.89403; 1.81e-01
J100114.7+260605;150.31125;+26.10153; 5.56e-02
J100120.6+061559;150.33583;+06.26639; 7.45e-02
J100121.5+555351;150.33958;+55.89750; 1.33e-01
J100134.1+523144;150.39209;+52.52903; 5.97e-02
J100137.3+353422;150.40543;+35.57292; 1.67e-01
J100140.5+172436;150.41875;+17.41000; 3.68e-01
J100150.1-193550;150.45876;-19.59736; 8.79e-02
J100150.2+280016;150.45917;+28.00444; 7.81e-02
J100200.3-080939;150.50125;-08.16083; 2.30e-01
J100200.7+665131;150.50291;+66.85875; 1.01e-01
J100200.9+620821;150.50375;+62.13931; 1.58e-01
J100202.3-302106;150.50958;-30.35167; 2.40e-01
J100211.4-192534;150.54750;-19.42611; 5.98e-01
J100226.0+342804;150.60834;+34.46778; 9.17e-02
J100227.0-710444;150.61250;-71.07889; 5.77e-02
J100228.3-150745;150.61792;-15.12931; 5.52e-02
J100229.6+443452;150.62334;+44.58125; 5.53e-02
J100231.6-281433;150.63167;-28.24264; 6.56e-02
J100232.7-620336;150.63625;-62.06014; 1.41e-01
J100235.9+324218;150.64958;+32.70514; 1.88e-01
J100249.7+482739;150.70709;+48.46083; 6.66e-02
J100255.5-002441;150.73125;-00.41139; 1.47e-01
J100305.4+360135;150.77251;+36.02653; 5.31e-02
J100306.6+671013;150.77750;+67.17042; 1.26e-01
J100307.4-851636;150.78084;-85.27680; 6.85e-02
J100321.9+020330;150.84126;+02.05847; 1.47e-01
J100335.1+444422;150.89624;+44.73958; 6.18e-02
J100342.0-213752;150.92500;-21.63125; 7.72e-02
J100344.3+281400;150.93459;+28.23347; 9.57e-02
J100352.1-561134;150.96709;-56.19292; 5.86e-01
J100355.7-705406;150.98209;-70.90180; 6.58e-02
J100402.4+285540;151.00999;+28.92778; 3.93e-01
J100407.9+144925;151.03291;+14.82361; 6.19e-02
J100411.4-033639;151.04750;-03.61083; 6.99e-02
J100414.2+482600;151.05916;+48.43347; 5.27e-02
J100418.2+082500;151.07584;+08.41681; 5.03e-02
J100421.0+502318;151.08751;+50.38833; 6.88e-01
J100434.5+535329;151.14375;+53.89139; 5.34e-02
J100434.9+411245;151.14542;+41.21264; 2.36e-01
J100438.6+151059;151.16083;+15.18319; 9.91e-02
J100442.7+480154;151.17792;+48.03167; 6.01e-02
J100442.8+323427;151.17833;+32.57431; 7.24e-02
J100444.2+375156;151.18416;+37.86570; 7.41e-02
J100444.7-321537;151.18625;-32.26028; 1.14e-01
J100446.0+144651;151.19168;+14.78097; 7.04e-02
J100447.1+222513;151.19626;+22.42028; 5.49e-02
J100505.4+562426;151.27249;+56.40736; 1.70e-01
J100508.4+341424;151.28500;+34.24000; 1.24e-01
J100515.1-774900;151.31293;-77.81667; 5.15e-02
J100516.9+842105;151.32042;+84.35152; 7.17e-02
J100523.0+405841;151.34584;+40.97820; 6.63e-02
J100524.0+410749;151.35001;+41.13028; 5.82e-02
J100525.7-713724;151.35709;-71.62334; 5.08e-02
J100532.6-241708;151.38583;-24.28555; 6.03e-02
J100540.2+521916;151.41750;+52.32125; 7.81e-02
J100542.2+433244;151.42583;+43.54556; 6.64e-01
J100550.8+105819;151.46167;+10.97194; 6.30e-02
J100553.5-634955;151.47292;-63.83208; 7.33e-02
J100554.9-230318;151.47874;-23.05500; 1.31e-01
J100610.7-394056;151.54459;-39.68222; 3.08e-01
J100611.5+644014;151.54791;+64.67069; 5.91e-02
J100614.6+210446;151.56084;+21.07944; 6.00e-02
J100626.7+603058;151.61125;+60.51625; 7.62e-02
J100634.4+315857;151.64333;+31.98250; 7.10e-02
J100639.1+255450;151.66292;+25.91403; 1.84e-01
J100641.5+213955;151.67291;+21.66542; 8.48e-02
J100643.0-704455;151.67917;-70.74875; 1.23e-01
J100646.8-491035;151.69499;-49.17653; 5.73e-02
J100647.9+053645;151.69957;+05.61264; 6.69e-02
J100648.3+265355;151.70125;+26.89861; 5.37e-02
J100652.1+354636;151.71709;+35.77667; 5.77e-02
J100655.6+320057;151.73166;+32.01583; 8.83e-02
J100656.4-451609;151.73500;-45.26931; 6.15e-02
J100656.9+345446;151.73709;+34.91278; 1.64e-01
J100659.0-635212;151.74583;-63.87014; 9.64e-02
J100659.7+673249;151.74875;+67.54708; 1.74e-01
J100710.1+220312;151.79208;+22.05333; 6.21e-01
J100712.6+653511;151.80251;+65.58639; 1.05e-01
J100717.8+203119;151.82416;+20.52208; 6.00e-02
J100721.0+730603;151.83751;+73.10083; 6.22e-02
J100724.1-462138;151.85042;-46.36069; 1.49e-01
J100734.4-201731;151.89334;-20.29208; 1.00e+00
J100738.6+062128;151.91083;+06.35778; 3.48e-01
J100739.0-850443;151.91249;-85.07861; 2.18e-01
J100743.6+500753;151.93166;+50.13153; 2.80e-01
J100748.5+383209;151.95209;+38.53584; 6.67e-02
J100750.6-090437;151.96083;-09.07708; 1.03e-01
J100755.8-133146;151.98250;-13.52958; 7.20e-02
J100756.2+491814;151.98416;+49.30403; 7.06e-02
J100802.7-145904;152.01126;-14.98444; 2.88e-01
J100803.4-263634;152.01416;-26.60958; 7.98e-02
J100811.5+470526;152.04793;+47.09056; 1.10e+00
J100811.6+003021;152.04834;+00.50583; 5.05e-02
J100813.4+120005;152.05583;+12.00153; 9.32e-02
J100816.5-031526;152.06876;-03.25722; 1.54e-01
J100818.7+271206;152.07791;+27.20181; 5.58e-02
J100819.7-312407;152.08208;-31.40195; 5.75e-02
J100825.8-273533;152.10750;-27.59264; 9.37e-02
J100826.4-110708;152.11000;-11.11889; 5.05e-02
J100829.0-720448;152.12083;-72.08014; 5.59e-02
J100829.5+072341;152.12292;+07.39472; 5.69e-02
J100830.9+462957;152.12874;+46.49931; 4.18e-01
J100839.4-053502;152.16417;-05.58403; 5.38e-02
J100846.4+114734;152.19333;+11.79278; 8.28e-02
J100846.9-654844;152.19542;-65.81236; 2.65e-01
J100848.8-095442;152.20334;-09.91167; 2.11e-01
J100851.6+541451;152.21501;+54.24750; 9.65e-02
J100852.1-294500;152.21707;-29.75014; 5.38e-02
J100901.3-051647;152.25542;-05.27972; 5.19e-02
J100904.1+253127;152.26709;+25.52417; 5.99e-02
J100908.5+733238;152.28542;+73.54389; 1.47e-01
J100913.4+332026;152.30583;+33.34056; 7.71e-02
J100916.2+353626;152.31750;+35.60722; 5.29e-02
J100916.7+711040;152.31960;+71.17778; 9.20e-02
J100924.1-144716;152.35042;-14.78778; 5.99e-02
J100924.7+580818;152.35292;+58.13847; 6.38e-02
J100926.3-301525;152.35959;-30.25694; 5.11e-02
J100931.2+412632;152.38000;+41.44222; 7.68e-02
J100932.3-325045;152.38458;-32.84583; 1.20e-01
J100937.2+152058;152.40500;+15.34944; 1.29e-01
J100947.3+523442;152.44710;+52.57833; 7.01e-02
J100955.3+694127;152.48042;+69.69097; 5.14e-02
J100958.0+470945;152.49167;+47.16250; 7.40e-02
J101001.4-290328;152.50583;-29.05792; 4.71e-01
J101001.9+300334;152.50792;+30.05944; 1.30e-01
J101011.8-030510;152.54918;-03.08611; 6.00e-02
J101015.6+324932;152.56500;+32.82570; 6.06e-02
J101015.9-311909;152.56625;-31.31931; 7.69e-01
J101020.1-421410;152.58374;-42.23611; 5.68e-02
J101027.9+413242;152.61624;+41.54500; 2.54e-01
J101031.1+255959;152.62958;+25.99986; 5.41e-02
J101039.8+210653;152.66583;+21.11472; 5.45e-02
J101043.8+004347;152.68250;+00.72972; 1.25e-01
J101046.7-344756;152.69458;-34.79903; 5.53e-02
J101103.1+613943;152.76292;+61.66195; 9.60e-02
J101104.8-511944;152.77000;-51.32889; 1.30e-01
J101108.8+204151;152.78667;+20.69750; 5.02e-02
J101124.1+492718;152.85042;+49.45514; 1.77e-01
J101128.0-050540;152.86667;-05.09458; 5.56e-02
J101130.7-442241;152.87791;-44.37806; 1.07e-01
J101134.0-452815;152.89166;-45.47097; 5.57e-02
J101137.6-071704;152.90668;-07.28444; 8.69e-02
J101150.0+343804;152.95833;+34.63458; 1.08e-01
J101202.4+301309;153.00999;+30.21917; 7.13e-02
J101205.1+211757;153.02126;+21.29930; 8.33e-02
J101211.0-271540;153.04584;-27.26111; 6.52e-02
J101217.2-034442;153.07167;-03.74514; 6.49e-02
J101218.6+631133;153.07750;+63.19264; 6.69e-02
J101219.0+540029;153.07916;+54.00806; 5.92e-02
J101221.5-012816;153.08958;-01.47125; 8.56e-02
J101230.8+023926;153.12833;+02.65736; 5.84e-02
J101237.6+524223;153.15666;+52.70639; 8.29e-02
J101238.4+101722;153.16000;+10.28944; 9.46e-02
J101244.4+422959;153.18501;+42.49972; 6.64e-01
J101250.1-373101;153.20876;-37.51708; 8.02e-02
J101257.7+393244;153.24042;+39.54556; 6.25e-02
J101303.2+355131;153.26334;+35.85861; 1.38e+00
J101305.6-164124;153.27335;-16.69000; 7.44e-02
J101314.3-523051;153.30959;-52.51417; 3.31e-01
J101317.2+050036;153.32166;+05.01000; 7.87e-02
J101317.3-082702;153.32208;-08.45069; 1.14e-01
J101322.5-330139;153.34375;-33.02750; 8.04e-02
J101323.3-402838;153.34708;-40.47736; 1.29e-01
J101324.2+120849;153.35083;+12.14708; 5.93e-02
J101324.9-654340;153.35374;-65.72791; 7.12e-02
J101325.5+221232;153.35625;+22.20889; 1.24e-01
J101326.2+061202;153.35918;+06.20069; 6.18e-02
J101330.4-283128;153.37666;-28.52444; 1.44e-01
J101332.2-050512;153.38416;-05.08667; 8.56e-02
J101335.3-641657;153.39708;-64.28250; 8.28e-02
J101335.9-135108;153.39958;-13.85236; 1.04e-01
J101340.2-005527;153.41751;-00.92417; 1.56e-01
J101344.2-000606;153.43417;-00.10167; 9.09e-02
J101344.5-072301;153.43541;-07.38375; 1.34e-01
J101345.7-275750;153.44043;-27.96403; 6.28e-02
J101349.3+270812;153.45541;+27.13667; 2.09e-01
J101353.3+244936;153.47208;+24.82667; 6.00e-02
J101402.5+461954;153.51042;+46.33167; 1.49e-01
J101405.3-153839;153.52208;-15.64431; 5.31e-02
J101409.8-763628;153.54083;-76.60778; 7.75e-02
J101413.2-275430;153.55501;-27.90833; 5.94e-02
J101415.7+091844;153.56541;+09.31236; 7.36e-02
J101419.3+210437;153.58041;+21.07708; 5.07e-01
J101423.4+565457;153.59749;+56.91583; 5.23e-02
J101425.6-813853;153.60666;-81.64819; 1.05e-01
J101430.2+211012;153.62601;+21.17000; 2.09e-01
J101431.4+021320;153.63084;+02.22222; 1.58e-01
J101432.0+060649;153.63333;+06.11361; 2.17e-01
J101436.0+534606;153.65001;+53.76847; 1.43e-01
J101437.5+440643;153.65625;+44.11195; 1.30e-01
J101438.9-084450;153.66208;-08.74736; 6.30e-02
J101446.1+230113;153.69208;+23.02028; 5.23e-02
J101451.4+103935;153.71417;+10.65972; 1.01e-01
J101454.8+212341;153.72833;+21.39486; 5.42e-02
J101455.6+003349;153.73166;+00.56375; 8.36e-02
J101456.7-273756;153.73625;-27.63236; 9.79e-02
J101458.4+313933;153.74333;+31.65931; 1.99e-01
J101502.3-165219;153.75958;-16.87194; 6.81e-02
J101504.3+492604;153.76791;+49.43458; 1.94e+00
J101506.7+312752;153.77792;+31.46458; 5.21e-02
J101509.1+572858;153.78792;+57.48278; 6.96e-02
J101513.6-113756;153.80666;-11.63236; 5.36e-02
J101534.8+090448;153.89500;+09.08000; 1.14e+00
J101540.8+594450;153.92000;+59.74736; 8.87e-02
J101543.2+660446;153.93001;+66.07944; 2.08e-01
J101543.4+685430;153.93083;+68.90847; 9.20e-02
J101543.4+712703;153.93083;+71.45084; 7.06e-02
J101556.7-200219;153.98625;-20.03861; 1.56e-01
J101557.9-475805;153.99126;-47.96819; 5.78e-02
J101558.0+614720;153.99167;+61.78903; 5.40e-02
J101558.9-274827;153.99542;-27.80764; 1.20e-01
J101602.0-263845;154.00833;-26.64597; 7.51e-02
J101616.4+410817;154.06833;+41.13820; 4.81e-01
J101624.0+333827;154.10001;+33.64097; 2.04e-01
J101627.8-005127;154.11584;-00.85764; 6.82e-02
J101628.3-052026;154.11792;-05.34056; 3.96e+00
J101629.0-315030;154.12083;-31.84181; 8.83e-02
J101631.9+244721;154.13292;+24.78930; 6.97e-02
J101641.7+081850;154.17375;+08.31403; 9.88e-02
J101644.1+455044;154.18375;+45.84570; 5.30e-02
J101644.9-310852;154.18707;-31.14778; 5.76e-02
J101645.9+421024;154.19125;+42.17333; 4.35e-01
J101647.6+770239;154.19833;+77.04430; 6.56e-02
J101648.8+215446;154.20332;+21.91278; 1.53e-01
J101651.9+393539;154.21625;+39.59431; 1.26e-01
J101655.5+732359;154.23125;+73.39972; 2.05e-01
J101657.7+563204;154.24042;+56.53444; 1.13e-01
J101659.4-410332;154.24750;-41.05889; 1.21e-01
J101702.4+390256;154.26001;+39.04903; 2.24e-01
J101714.1+045636;154.30875;+04.94333; 5.67e-02
